rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model	kcat	matching_score	catalytic_enzyme	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent
r_4211	R10089	3.5.1.2	forward	glyceraldehyde 3-phosphate;L-glutamine;aldehydo-D-ribose 5-phosphate	C00661;C00064;C00117	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	YNL334C	P53823	2.1	4	P53823	L-glutamine	Helicobacter pylori	A0A2X5A091	37.0	7.5	wildtype	brenda	0.0
r_4211	R10089	3.5.1.2	reverse	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	glyceraldehyde 3-phosphate;L-glutamine;aldehydo-D-ribose 5-phosphate	C00661;C00064;C00117	YNL334C	P53823	2.1	7	P53823	L-glutamine	Helicobacter pylori	A0A2X5A091	37.0	7.5	wildtype	brenda	0.0
r_4212	R07456	4.3.3.6	forward	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	YFL059W	P43545	0.024	4	P43545	L-glutamine	Bacillus subtilis		37	7.5	wildtype	brenda	-1.0
r_4212	R07456	4.3.3.6	reverse	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	YFL059W	P43545	0.00055	7	P43545	D-ribose 5-phosphate	Bacillus subtilis		37	7.5	wildtype	brenda	-1.0
r_4212	R07456	4.3.3.6	forward	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	YNL333W	P53824	0.024	4	P53824	L-glutamine	Bacillus subtilis		37	7.5	wildtype	brenda	-1.0
r_4212	R07456	4.3.3.6	reverse	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	YNL333W	P53824	0.00055	7	P53824	D-ribose 5-phosphate	Bacillus subtilis		37	7.5	wildtype	brenda	-1.0
r_4212	R07456	3.5.1.2	forward	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	YFL059W	P43545	2.1	4	P43545	L-glutamine	Helicobacter pylori	A0A2X5A091	37.0	7.5	wildtype	brenda	0.0
r_4212	R07456	3.5.1.2	reverse	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	YFL059W	P43545	2.1	7	P43545	L-glutamine	Helicobacter pylori	A0A2X5A091	37.0	7.5	wildtype	brenda	0.0
r_4212	R07456	3.5.1.2	forward	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	YNL333W	P53824	2.1	4	P53824	L-glutamine	Helicobacter pylori	A0A2X5A091	37.0	7.5	wildtype	brenda	0.0
r_4212	R07456	3.5.1.2	reverse	H+;H2O;L-glutamate;phosphate;pyridoxal 5'-phosphate	C00080;C00001;C00025;C00009;C00018	D-ribulose 5-phosphate;glyceraldehyde 3-phosphate;L-glutamine	C00199;C00661;C00064	YNL333W	P53824	2.1	7	P53824	L-glutamine	Helicobacter pylori	A0A2X5A091	37.0	7.5	wildtype	brenda	0.0
r_4216	R00548	3.1.3.2	forward	FMN;H2O	C00061;C00001	phosphate;riboflavin	C00009;C00255	YDL024C	P52290	22.25	7	P52290	p-nitrophenyl phosphate	Salmonella enterica subsp. enterica serovar Typhimurium	Q71EB8	37.0	5.5	wildtype	brenda	20.67
r_4216	R00548	3.1.3.2	reverse	phosphate;riboflavin	C00009;C00255	FMN;H2O	C00061;C00001	YDL024C	P52290	22.25	7	P52290	p-nitrophenyl phosphate	Salmonella enterica subsp. enterica serovar Typhimurium	Q71EB8	37.0	5.5	wildtype	brenda	20.67
r_4217	R00078	1.16.3.1	forward	H+;iron(2+);oxygen	C00080;C14818;C00007	H2O;iron(3+)	C00001;C14819	YDL120W	Q07540	0.66	6	Q07540	Fe(II)	Saccharomyces cerevisiae			6.0	wildtype	brenda	-1.0
r_4217	R00078	1.16.3.1	reverse	H2O;iron(3+)	C00001;C14819	H+;iron(2+);oxygen	C00080;C14818;C00007	YDL120W	Q07540	0.66	6	Q07540	Fe(II)	Saccharomyces cerevisiae			6.0	wildtype	brenda	-1.0
r_4218		3.1.1.96	forward	H2O;Glycyl-tRNA(Ala)	C00001;	H+;L-glycine;tRNA(Ala)	C00080;C00037;C01635	YDL219W	Q07648	0.37	7	Q07648	D-Tyr-tRNATyr	Thermus thermophilus	Q72K35	37	7.5	wildtype	brenda	30.17
r_4218		3.1.1.96	reverse	H+;L-glycine;tRNA(Ala)	C00080;C00037;C01635	H2O;Glycyl-tRNA(Ala)	C00001;	YDL219W	Q07648	0.37	7	Q07648	D-Tyr-tRNATyr	Thermus thermophilus	Q72K35	37	7.5	wildtype	brenda	30.17
r_4219		3.1.1.96	forward	H2O;D-tyrosyl-tRNA(Tyr)	C00001;	H+;tRNA(Tyr);D-tyrosine	C00080;C00787;C06420	YDL219W	Q07648	0.37	7	Q07648	D-Tyr-tRNATyr	Thermus thermophilus	Q72K35	37	7.5	wildtype	brenda	30.17
r_4219		3.1.1.96	reverse	H+;tRNA(Tyr);D-tyrosine	C00080;C00787;C06420	H2O;D-tyrosyl-tRNA(Tyr)	C00001;	YDL219W	Q07648	0.37	7	Q07648	D-Tyr-tRNATyr	Thermus thermophilus	Q72K35	37	7.5	wildtype	brenda	30.17
r_4220	R03024	3.1.3.41	forward	H2O;4-nitrophenyl phosphate	C00001;C03360	H+;phosphate;4-nitrophenol	C00080;C00009;C00870	YDL236W	P19881	108	5	P19881	4-nitrophenyl phosphate	Aspergillus niger		30	8.0		brenda	-1.0
r_4220	R03024	3.1.3.41	reverse	H+;phosphate;4-nitrophenol	C00080;C00009;C00870	H2O;4-nitrophenyl phosphate	C00001;C03360	YDL236W	P19881	108	8	P19881	4-nitrophenyl phosphate	Aspergillus niger		30	8.0		brenda	-1.0
r_4221	R02896	1.1.1.14	forward	NAD;L-iditol	C00003;C01507	H+;L-sorbose;NADH	C00080;C00247;C00004	YDL246C	Q07786	161	9	Q07786	D-sorbitol	[Candida] sp. HA 167		25.0	9.0	wildtype	brenda	-1.0
r_4221	R02896	1.1.1.14	reverse	H+;L-sorbose;NADH	C00080;C00247;C00004	NAD;L-iditol	C00003;C01507	YDL246C	Q07786	161	9	Q07786	D-sorbitol	[Candida] sp. HA 167		25.0	9.0	wildtype	brenda	-1.0
r_4223	R03352	3.1.2.4	forward	H2O;3-hydroxy-2-methylpropanoyl-CoA	C00001;C04047	coenzyme A;H+;3-hydroxy-2-methylpropanoate	C00010;C00080;C01188	YDR036C	P28817	150	7	P28817	3-hydroxy-2-methylpropanoyl-CoA	Rattus norvegicus					brenda	-1.0
r_4226	R00258	2.6.1.2	forward	2-oxoglutarate;L-alanine	C00026;C00041	L-glutamate;pyruvate	C00025;C00022	YDR111C	P52892	6.09	3	P52892	L-alanine	Saccharomyces cerevisiae		25.0	8.0		brenda	-1.0
r_4226	R00258	2.6.1.2	reverse	L-glutamate;pyruvate	C00025;C00022	2-oxoglutarate;L-alanine	C00026;C00041	YDR111C	P52892	8.64	3	P52892	pyruvate	Saccharomyces cerevisiae		25.0	8.0		brenda	-1.0
r_4227	R02540	3.5.1.4	forward	H2O;2-Phenylacetamide	C00001;C02505	ammonium;phenylacetic acid	C01342;C07086	YDR242W	P22580	5.6	8	P22580	nicotinamide	Streptomyces sp.	A0A088BHP3	35.0	8.0		brenda	20.0
r_4227	R02540	3.5.1.4	reverse	ammonium;phenylacetic acid	C01342;C07086	H2O;2-Phenylacetamide	C00001;C02505	YDR242W	P22580	5.6	8	P22580	nicotinamide	Streptomyces sp.	A0A088BHP3	35.0	8.0		brenda	20.0
r_4228	R03096	3.5.1.4	forward	H2O;(Indol-3-yl)acetamide	C00001;C02693	ammonium;indole-3-acetate	C01342;C00954	YDR242W	P22580	5.6	8	P22580	nicotinamide	Streptomyces sp.	A0A088BHP3	35.0	8.0		brenda	20.0
r_4230	R05551	3.5.1.4	forward	ammonium;Acrylic acid	C01342;C00511	H2O;Acrylamide	C00001;C01659	YDR242W	P22580	5.6	8	P22580	nicotinamide	Streptomyces sp.	A0A088BHP3	35.0	8.0		brenda	20.0
r_4230	R05551	3.5.1.4	reverse	H2O;Acrylamide	C00001;C01659	ammonium;Acrylic acid	C01342;C00511	YDR242W	P22580	2.1	6	P22580	Acrylamide	Rhodococcus sp. N-771	Q7DKE4	55.0	5.9	wildtype	brenda	24.13
r_4231		3.5.1.4	forward	H2O;Benzamide	C00001;C09815	ammonium;Benzoate	C01342;C00180	YDR242W	P22580	6.7	6	P22580	Benzamide	Saccharolobus solfataricus	P95896	70.0	5.0	wildtype	brenda	24.91
r_4231		3.5.1.4	reverse	ammonium;Benzoate	C01342;C00180	H2O;Benzamide	C00001;C09815	YDR242W	P22580	5.6	8	P22580	nicotinamide	Streptomyces sp.	A0A088BHP3	35.0	8.0		brenda	20.0
r_4232	R01737	2.7.1.12	forward	ATP;D-gluconate	C00002;C00257	6-phospho-D-gluconate;ADP;H+	C00345;C00008;C00080	YDR248C	Q03786	9.3	6	Q03786	D-gluconate	Homo sapiens	Q5T6J7		7.2		brenda	27.52
r_4232	R01737	2.7.1.12	reverse	6-phospho-D-gluconate;ADP;H+	C00345;C00008;C00080	ATP;D-gluconate	C00002;C00257	YDR248C	Q03786	9.3	9	Q03786	D-gluconate	Homo sapiens	Q5T6J7		7.2		brenda	27.52
r_4233	R04496	2.1.1.100	forward	S-adenosyl-L-methionine;Protein C-terminal S-farnesyl-L-cysteine	C00019;C04506	S-adenosyl-L-homocysteine;Protein C-terminal S-farnesyl-L-cysteine methyl ester	C00021;C04748	YDR410C	P32584	0.93	7	P32584	biotin-S-farnesyl-L-cysteine	Anopheles gambiae	Q7PXA7	25	7.4	wildtype	brenda	29.31
r_4233	R04496	2.1.1.100	reverse	S-adenosyl-L-homocysteine;Protein C-terminal S-farnesyl-L-cysteine methyl ester	C00021;C04748	S-adenosyl-L-methionine;Protein C-terminal S-farnesyl-L-cysteine	C00019;C04506	YDR410C	P32584	0.93	7	P32584	biotin-S-farnesyl-L-cysteine	Anopheles gambiae	Q7PXA7	25	7.4	wildtype	brenda	29.31
r_4234	R05916	2.4.1.198	forward	UDP-N-acetyl-alpha-D-glucosamine;1-phosphatidyl-1D-myo-inositol	C00043;C01194	H+;UDP;G00143	C00080;C00015;	YDR437W;YGR216C;YNL038W;YPL076W;YPL175W;YPL096C-A	P32363;P62651;P46961;Q04082;P53961;P53306		15									
r_4234	R05916	2.4.1.198	reverse	H+;UDP;G00143	C00080;C00015;	UDP-N-acetyl-alpha-D-glucosamine;1-phosphatidyl-1D-myo-inositol	C00043;C01194	YDR437W;YGR216C;YNL038W;YPL076W;YPL175W;YPL096C-A	P32363;P62651;P46961;Q04082;P53961;P53306		15									
r_4236	R09796	4.2.1.130	forward	(R)-lactate;H+	C00256;C00080	H2O;methylglyoxal	C00001;C00546	YDR533C	Q04432	1.25	6	Q04432	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	100.0
r_4236	R09796	4.2.1.130	reverse	H2O;methylglyoxal	C00001;C00546	(R)-lactate;H+	C00256;C00080	YDR533C	Q04432	1.25	3	Q04432	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	100.0
r_4236	R09796	4.2.1.130	forward	(R)-lactate;H+	C00256;C00080	H2O;methylglyoxal	C00001;C00546	YMR322C	Q04902	1.25	8	Q04902	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	54.9
r_4236	R09796	4.2.1.130	reverse	H2O;methylglyoxal	C00001;C00546	(R)-lactate;H+	C00256;C00080	YMR322C	Q04902	1.25	5	Q04902	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	54.9
r_4236	R09796	4.2.1.130	forward	(R)-lactate;H+	C00256;C00080	H2O;methylglyoxal	C00001;C00546	YOR391C	Q08914	1.25	8	Q08914	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	54.9
r_4236	R09796	4.2.1.130	reverse	H2O;methylglyoxal	C00001;C00546	(R)-lactate;H+	C00256;C00080	YOR391C	Q08914	1.25	5	Q08914	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	54.9
r_4236	R09796	4.2.1.130	forward	(R)-lactate;H+	C00256;C00080	H2O;methylglyoxal	C00001;C00546	YPL280W	Q08992	1.25	8	Q08992	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	55.41
r_4236	R09796	4.2.1.130	reverse	H2O;methylglyoxal	C00001;C00546	(R)-lactate;H+	C00256;C00080	YPL280W	Q08992	1.25	5	Q08992	methylglyoxal	Saccharomyces cerevisiae	Q04432				brenda	55.41
r_4239	R03862	2.3.2.8	forward	Arg-tRNA(Arg);generic protein	C02163;C00017	H+;tRNA(Arg);L-Arginyl-protein	C00080;C01636;C16739	YGL017W	P16639	0.0667	8	P16639	L-Arginyl-tRNA	Saccharomyces cerevisiae					brenda	-1.0
r_4239	R03862	2.3.2.8	reverse	H+;tRNA(Arg);L-Arginyl-protein	C00080;C01636;C16739	Arg-tRNA(Arg);generic protein	C02163;C00017	YGL017W	P16639	0.0667	8	P16639	L-Arginyl-tRNA	Saccharomyces cerevisiae					brenda	-1.0
r_4241	R05979	3.2.1.106	forward	H2O;G00009	C00001;	G00171;D-glucose	;C00031	YGL027C	P53008	1100	8	P53008	Glcalpha(1->2)Glcalpha(1->3)Glcalpha(1->3)Manalpha(1->2)Manalpha(1->2)Manalpha(1->3)Manbeta(1->4)GlcNacbeta(1->4)GlcNacbeta-pyridylamine	Aspergillus brasiliensis	G1UJA9	25	7.0		brenda	31.87
r_4241	R05979	3.2.1.106	reverse	G00171;D-glucose	;C00031	H2O;G00009	C00001;	YGL027C	P53008	1100	8	P53008	Glcalpha(1->2)Glcalpha(1->3)Glcalpha(1->3)Manalpha(1->2)Manalpha(1->2)Manalpha(1->3)Manbeta(1->4)GlcNacbeta(1->4)GlcNacbeta-pyridylamine	Aspergillus brasiliensis	G1UJA9	25	7.0		brenda	31.87
r_4242	R08599	2.4.1.232	forward	GDP-alpha-D-mannose;G10694	C00096;	H+;GDP;G01813	C00080;C00035;	YGL038C	P31755		15									
r_4242	R08599	2.4.1.232	reverse	H+;GDP;G01813	C00080;C00035;	GDP-alpha-D-mannose;G10694	C00096;	YGL038C	P31755		15									
r_4243	R05973	2.4.1.132	forward	GDP-alpha-D-mannose;G00003	C00096;	H+;GDP;G00004	C00080;C00035;	YGL065C	P43636		15									
r_4243	R05973	2.4.1.132	reverse	H+;GDP;G00004	C00080;C00035;	GDP-alpha-D-mannose;G00003	C00096;	YGL065C	P43636		15									
r_4243	R05973	2.4.1.257	forward	GDP-alpha-D-mannose;G00003	C00096;	H+;GDP;G00004	C00080;C00035;	YGL065C	P43636		15									
r_4243	R05973	2.4.1.257	reverse	H+;GDP;G00004	C00080;C00035;	GDP-alpha-D-mannose;G00003	C00096;	YGL065C	P43636		15									
r_4244	R06238	2.4.1.132	forward	GDP-alpha-D-mannose;G00004	C00096;	H+;GDP;G00005	C00080;C00035;	YGL065C	P43636		15									
r_4244	R06238	2.4.1.132	reverse	H+;GDP;G00005	C00080;C00035;	GDP-alpha-D-mannose;G00004	C00096;	YGL065C	P43636		15									
r_4244	R06238	2.4.1.257	forward	GDP-alpha-D-mannose;G00004	C00096;	H+;GDP;G00005	C00080;C00035;	YGL065C	P43636		15									
r_4244	R06238	2.4.1.257	reverse	H+;GDP;G00005	C00080;C00035;	GDP-alpha-D-mannose;G00004	C00096;	YGL065C	P43636		15									
r_4245	R09645	3.2.1.24	forward	H2O;2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate	C00001;C16699	D-mannose 6-phosphate;D-Glycerate	C00275;C00258	YGL156W	P22855	0.03	8	P22855	4-methylumbelliferyl alpha-D-mannopyranoside	Streptococcus pyogenes M1 GAS	Q99YP5	37.0	6.8		brenda	22.62
r_4246		3.2.1.24	forward	H2O;alpha-D-mannoside	C00001;C02603	alpha-D-mannopyranose;non glycosylated sugar acceptor	C00936;	YGL156W	P22855	0.03	8	P22855	4-methylumbelliferyl alpha-D-mannopyranoside	Streptococcus pyogenes M1 GAS	Q99YP5	37.0	6.8		brenda	22.62
r_4247	R10463	2.7.7.87	forward	ATP;bicarbonate;L-threonine	C00002;C00288;C00188	diphosphate;H2O;L-Threonylcarbamoyladenylate	C00013;C00001;C20641	YGL169W	P32579		15									
r_4248	R00221	4.3.1.18	forward	D-Serine	C00740	ammonium;pyruvate	C01342;C00022	YGL196W	P53095	17	0	P53095	D-serine	Saccharomyces cerevisiae	P53095	30.0	8.0	wildtype	brenda	100.0
r_4249	R00897	2.5.1.47	forward	O-acetyl-L-serine;hydrogen sulfide	C00979;C00283	acetate;L-cysteine	C00033;C00097	YGR012W	P53206	32.65	5	P53206	hydrogen sulfide	Leucaena leucocephala	A0A2Z6G0Q7	23.0	7.5		brenda	28.96
r_4249	R00897	2.5.1.47	reverse	acetate;L-cysteine	C00033;C00097	O-acetyl-L-serine;hydrogen sulfide	C00979;C00283	YGR012W	P53206	12	7	P53206	H2S	Streptomyces lavendulae	D2Z027	30.0	8.0	wildtype	brenda	25.35
r_4250	R01004	3.6.1.43	forward	H+;H2O;Dolichyl diphosphate	C00080;C00001;C00621	dolichyl phosphate;phosphate	C00110;C00009	YGR036C	P53223		15									
r_4250	R01004	3.6.1.43	reverse	dolichyl phosphate;phosphate	C00110;C00009	H+;H2O;Dolichyl diphosphate	C00080;C00001;C00621	YGR036C	P53223		15									
r_4251	R01799	2.7.7.41	forward	CTP;H+;phosphatidate	C00063;C00080;C00416	diphosphate;CDP-diacylglycerol	C00013;C00269	YGR046W	P53230	8.92	3	P53230	CTP	Saccharomyces cerevisiae		30	6.5		brenda	-1.0
r_4251	R01799	2.7.7.41	reverse	diphosphate;CDP-diacylglycerol	C00013;C00269	CTP;H+;phosphatidate	C00063;C00080;C00416	YGR046W	P53230	8.92	6	P53230	CTP	Saccharomyces cerevisiae		30	6.5		brenda	-1.0
r_4253	R06264	2.4.1.256	forward	H+;Dolichyl beta-D-glucosyl phosphate;G10599	C00080;C01246;	dolichyl phosphate;G00008	C00110;	YGR227W	P50076		15									
r_4253	R06264	2.4.1.256	reverse	dolichyl phosphate;G00008	C00110;	H+;Dolichyl beta-D-glucosyl phosphate;G10599	C00080;C01246;	YGR227W	P50076		15									
r_4254	R05724	1.14.12.17	forward	NADH;oxygen;nitric oxide	C00004;C00007;C00533	H+;NAD;nitrate	C00080;C00003;C00244	YGR234W	P39676	9.1	5	P39676	nitric oxide	Vibrio vulnificus		30	7.8		brenda	-1.0
r_4255	R05725	1.14.12.17	forward	NADPH;oxygen;nitric oxide	C00005;C00007;C00533	H+;NADP(+);nitrate	C00080;C00006;C00244	YGR234W	P39676	9.1	5	P39676	nitric oxide	Vibrio vulnificus		30	7.8		brenda	-1.0
r_4256	R07770	6.3.1.20	forward	ATP;H+;(R)-Lipoate	C00002;C00080;C16241	diphosphate;Lipoyl-AMP	C00013;C16238	YJL046W	P47051	0.0037	7	P47051	octanoyl-[CoA]	Escherichia coli		25.0	7.8	wildtype	brenda	-1.0
r_4258	R11143	6.3.1.20	forward	ATP;(R)-Lipoate;Apoprotein	C00002;C16241;C16240	AMP;diphosphate;Protein N6-(lipoyl)lysine	C00020;C00013;C16237	YJL046W	P47051	0.0037	7	P47051	octanoyl-[CoA]	Escherichia coli		25.0	7.8	wildtype	brenda	-1.0
r_4264	R00402	1.3.1.6	forward	fumarate;H+;NADH	C00122;C00080;C00004	NAD;succinate	C00003;C00042	YJR051W	P21375	370	4	P21375	fumarate	Shewanella frigidimarina		25	7.5	wildtype	brenda	-1.0
r_4265	R01532	3.6.1.9	forward	H2O;ribonucleoside 5'-triphosphate	C00001;C03802	diphosphate;H+;ribonucleoside 5'-phosphate	C00013;C00080;C00171	YJR069C	P47119	43	8	P47119	dTTP	Escherichia coli	P25536	25.0	7.0		brenda	22.36
r_4266		3.6.1.9	forward	dATP;H2O	C00131;C00001	dAMP;diphosphate;H+	C00360;C00013;C00080	YJR069C	P47119	1.12	7	P47119	dATP	Thermotoga maritima	Q9X015	70.0	8.0		brenda	22.49
r_4267	R01855	3.6.1.9	forward	dGTP;H2O	C00286;C00001	dGMP;diphosphate;H+	C00362;C00013;C00080	YJR069C	P47119	0.94	7	P47119	dGTP	Thermotoga maritima	Q9X015	70.0	8.0		brenda	22.49
r_4268	R11323	3.6.1.9	forward	dTTP;H2O	C00459;C00001	diphosphate;dTMP;H+	C00013;C00364;C00080	YJR069C	P47119	43	5	P47119	dTTP	Escherichia coli	P25536	25.0	7.0		brenda	22.36
r_4269		3.6.1.9	forward	H2O;2'-deoxyribonucleoside 5'-triphosphate	C00001;C00677	diphosphate;H+;2'-deoxyribonucleoside 5'-phosphate	C00013;C00080;C00676	YJR069C	P47119	43	8	P47119	dTTP	Escherichia coli	P25536	25.0	7.0		brenda	22.36
r_4269		3.6.1.9	reverse	diphosphate;H+;2'-deoxyribonucleoside 5'-phosphate	C00013;C00080;C00676	H2O;2'-deoxyribonucleoside 5'-triphosphate	C00001;C00677	YJR069C	P47119	40	5	P47119	diphosphate	Oryza sativa	Q6ZI95	37.0	4.5		brenda	17.65
r_4270	R00275	1.15.1.1	forward	H+;superoxide	C00080;C00704	hydrogen peroxide;oxygen	C00027;C00007	YJR104C	P00445	4600	7	P00445	O2-	Homo sapiens		25.0	7.5	wildtype	brenda	-1.0
r_4271	R05982	3.2.1.113	forward	H2O;G00011	C00001;	G00012;D-mannose	;C00159	YJR131W	P32906	8.51	7	P32906	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4271	R05982	3.2.1.113	reverse	G00012;D-mannose	;C00159	H2O;G00011	C00001;	YJR131W	P32906	8.51	7	P32906	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4271	R05982	3.2.1.113	forward	H2O;G00011	C00001;	G00012;D-mannose	;C00159	YLR057W	Q12205	8.51	7	Q12205	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4271	R05982	3.2.1.113	reverse	G00012;D-mannose	;C00159	H2O;G00011	C00001;	YLR057W	Q12205	8.51	7	Q12205	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4272	R06722	3.2.1.113	forward	H2O;G00011	C00001;	G10694;D-mannose	;C00159	YJR131W	P32906	8.51	7	P32906	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4272	R06722	3.2.1.113	reverse	G10694;D-mannose	;C00159	H2O;G00011	C00001;	YJR131W	P32906	8.51	7	P32906	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4272	R06722	3.2.1.113	forward	H2O;G00011	C00001;	G10694;D-mannose	;C00159	YLR057W	Q12205	8.51	7	Q12205	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4272	R06722	3.2.1.113	reverse	G10694;D-mannose	;C00159	H2O;G00011	C00001;	YLR057W	Q12205	8.51	7	Q12205	Manalpha(1,2)Man-O-Me	Aspergillus phoenicis		30	5.0	wildtype	brenda	-1.0
r_4273	R00025	1.13.12.16	forward	FMNH2;oxygen;Ethylnitronate	C01847;C00007;C18091	acetaldehyde;FMN;H+;H2O;Nitrite	C00084;C00061;C00080;C00001;C00088	YJR149W	P47177	350	5	P47177	ethylnitronate	Pseudomonas aeruginosa	Q9HWH9	30.0	7.5		brenda	26.68
r_4273	R00025	1.13.12.16	reverse	acetaldehyde;FMN;H+;H2O;Nitrite	C00084;C00061;C00080;C00001;C00088	FMNH2;oxygen;Ethylnitronate	C01847;C00007;C18091	YJR149W	P47177	350	8	P47177	ethylnitronate	Pseudomonas aeruginosa	Q9HWH9	30.0	7.5		brenda	26.68
r_4274	R00999	2.5.1.48	forward	H2O;O-succinyl-L-homoserine	C00001;C01118	2-oxobutanoate;ammonium;H+;succinate	C00109;C01342;C00080;C00042	YLL058W	Q12198	1.8	4	Q12198	O-succinyl-L-homoserine	Escherichia coli		25	7.8	wildtype	brenda	-1.0
r_4274	R00999	2.5.1.48	forward	H2O;O-succinyl-L-homoserine	C00001;C01118	2-oxobutanoate;ammonium;H+;succinate	C00109;C01342;C00080;C00042	YML082W	Q04533	1.8	4	Q04533	O-succinyl-L-homoserine	Escherichia coli		25	7.8	wildtype	brenda	-1.0
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YLR047C	Q12209		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YLR047C	Q12209		15									
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YKL220C	P36033		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YKL220C	P36033		15									
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YLR214W	P32791		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YLR214W	P32791		15									
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YNR060W	P53746		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YNR060W	P53746		15									
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YOL152W	Q12333		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YOL152W	Q12333		15									
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YOR381W	Q08905		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YOR381W	Q08905		15									
r_4275	R09541	1.16.1.7	forward	NADPH;iron(3+)	C00005;C14819	H+;iron(2+);NADP(+)	C00080;C14818;C00006	YOR384W	Q08908		15									
r_4275	R09541	1.16.1.7	reverse	H+;iron(2+);NADP(+)	C00080;C14818;C00006	NADPH;iron(3+)	C00005;C14819	YOR384W	Q08908		15									
